id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
637,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29-06-2021 04:00:00,OZONE,43.0,48.0,44.0,
638,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",29-06-2021 04:00:00,PM2.5,56.0,203.0,119.0,
639,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",29-06-2021 04:00:00,PM10,115.0,242.0,162.0,
640,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",29-06-2021 04:00:00,NO2,6.0,10.0,7.0,
641,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",29-06-2021 04:00:00,NH3,10.0,19.0,12.0,
642,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",29-06-2021 04:00:00,SO2,5.0,31.0,9.0,
643,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",29-06-2021 04:00:00,CO,14.0,44.0,27.0,
644,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",29-06-2021 04:00:00,OZONE,50.0,143.0,96.0,
645,India,JammuandKashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-06-2021 04:00:00,PM2.5,46.0,130.0,86.0,
646,India,JammuandKashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-06-2021 04:00:00,PM10,88.0,175.0,132.0,
647,India,JammuandKashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-06-2021 04:00:00,NO2,13.0,31.0,19.0,
648,India,JammuandKashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-06-2021 04:00:00,NH3,3.0,13.0,8.0,
649,India,JammuandKashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-06-2021 04:00:00,SO2,3.0,6.0,4.0,
650,India,JammuandKashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-06-2021 04:00:00,CO,6.0,29.0,17.0,
651,India,JammuandKashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-06-2021 04:00:00,OZONE,1.0,58.0,34.0,
652,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",29-06-2021 04:00:00,PM10,,,,
653,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",29-06-2021 04:00:00,SO2,,,,
654,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",29-06-2021 04:00:00,CO,4.0,26.0,16.0,
655,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",29-06-2021 04:00:00,OZONE,15.0,17.0,16.0,
656,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",29-06-2021 04:00:00,PM2.5,18.0,38.0,26.0,
657,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",29-06-2021 04:00:00,PM10,16.0,28.0,21.0,
658,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",29-06-2021 04:00:00,NO2,10.0,11.0,10.0,
659,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
660,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",29-06-2021 04:00:00,SO2,4.0,6.0,5.0,
661,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",29-06-2021 04:00:00,CO,18.0,26.0,25.0,
662,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",29-06-2021 04:00:00,OZONE,6.0,22.0,14.0,
663,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",29-06-2021 04:00:00,PM2.5,,,,
664,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",29-06-2021 04:00:00,PM10,2.0,53.0,21.0,
665,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",29-06-2021 04:00:00,NO2,37.0,38.0,37.0,
666,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",29-06-2021 04:00:00,NH3,4.0,4.0,4.0,
667,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",29-06-2021 04:00:00,SO2,10.0,11.0,11.0,
668,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",29-06-2021 04:00:00,CO,4.0,114.0,39.0,
669,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",29-06-2021 04:00:00,OZONE,2.0,31.0,22.0,
670,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",29-06-2021 04:00:00,PM2.5,43.0,52.0,45.0,
671,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",29-06-2021 04:00:00,PM10,53.0,141.0,76.0,
672,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",29-06-2021 04:00:00,NO2,33.0,34.0,33.0,
673,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",29-06-2021 04:00:00,NH3,3.0,4.0,3.0,
674,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",29-06-2021 04:00:00,SO2,,,,
675,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",29-06-2021 04:00:00,CO,21.0,82.0,47.0,
676,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",29-06-2021 04:00:00,OZONE,36.0,44.0,40.0,
677,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,PM2.5,,,,
678,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,PM10,36.0,191.0,83.0,
679,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,NO2,10.0,55.0,27.0,
680,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,NH3,6.0,18.0,9.0,
681,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,SO2,3.0,11.0,7.0,
682,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,CO,6.0,55.0,49.0,
683,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,OZONE,1.0,57.0,49.0,
684,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",29-06-2021 04:00:00,PM10,4.0,124.0,66.0,
685,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",29-06-2021 04:00:00,NO2,18.0,38.0,29.0,
686,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",29-06-2021 04:00:00,SO2,5.0,11.0,8.0,
687,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",29-06-2021 04:00:00,CO,41.0,106.0,63.0,
688,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",29-06-2021 04:00:00,PM2.5,,,,
689,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",29-06-2021 04:00:00,PM10,24.0,101.0,53.0,
690,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",29-06-2021 04:00:00,NO2,13.0,82.0,30.0,
691,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",29-06-2021 04:00:00,NH3,1.0,2.0,1.0,
692,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",29-06-2021 04:00:00,SO2,5.0,8.0,6.0,
693,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",29-06-2021 04:00:00,CO,18.0,42.0,21.0,
694,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",29-06-2021 04:00:00,OZONE,18.0,44.0,33.0,
695,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,PM2.5,17.0,72.0,36.0,
696,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,PM10,24.0,105.0,54.0,
697,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,NO2,11.0,52.0,26.0,
698,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
699,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,SO2,5.0,8.0,6.0,
700,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,CO,5.0,29.0,22.0,
701,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",29-06-2021 04:00:00,OZONE,5.0,64.0,45.0,
702,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",29-06-2021 04:00:00,PM2.5,,,,
703,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",29-06-2021 04:00:00,PM10,44.0,112.0,70.0,
704,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",29-06-2021 04:00:00,NO2,17.0,42.0,23.0,
705,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
706,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",29-06-2021 04:00:00,SO2,2.0,17.0,6.0,
707,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",29-06-2021 04:00:00,CO,22.0,56.0,28.0,
708,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",29-06-2021 04:00:00,PM10,4.0,103.0,31.0,
709,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",29-06-2021 04:00:00,NO2,12.0,14.0,13.0,
710,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",29-06-2021 04:00:00,SO2,1.0,8.0,5.0,
711,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",29-06-2021 04:00:00,CO,3.0,118.0,34.0,
712,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",29-06-2021 04:00:00,PM2.5,13.0,130.0,50.0,
713,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",29-06-2021 04:00:00,PM10,42.0,219.0,94.0,
714,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",29-06-2021 04:00:00,NO2,43.0,133.0,66.0,
715,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",29-06-2021 04:00:00,NH3,2.0,3.0,3.0,
716,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",29-06-2021 04:00:00,SO2,3.0,4.0,4.0,
717,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",29-06-2021 04:00:00,CO,4.0,121.0,10.0,
718,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",29-06-2021 04:00:00,OZONE,25.0,57.0,49.0,
719,India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",29-06-2021 04:00:00,PM2.5,,,,
720,India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",29-06-2021 04:00:00,PM10,,,,
721,India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",29-06-2021 04:00:00,NO2,7.0,30.0,13.0,
722,India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",29-06-2021 04:00:00,NH3,2.0,4.0,3.0,
723,India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",29-06-2021 04:00:00,SO2,22.0,88.0,27.0,
724,India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",29-06-2021 04:00:00,CO,4.0,38.0,24.0,
725,India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",29-06-2021 04:00:00,OZONE,2.0,24.0,15.0,
726,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",29-06-2021 04:00:00,PM2.5,21.0,35.0,26.0,
727,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",29-06-2021 04:00:00,PM10,40.0,63.0,49.0,
728,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",29-06-2021 04:00:00,NO2,9.0,22.0,14.0,
729,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",29-06-2021 04:00:00,NH3,1.0,4.0,3.0,
730,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",29-06-2021 04:00:00,SO2,3.0,8.0,5.0,
731,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",29-06-2021 04:00:00,CO,14.0,30.0,22.0,
732,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",29-06-2021 04:00:00,OZONE,4.0,11.0,10.0,
733,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",29-06-2021 04:00:00,PM2.5,10.0,53.0,28.0,
734,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",29-06-2021 04:00:00,PM10,22.0,107.0,52.0,
735,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",29-06-2021 04:00:00,NO2,25.0,58.0,36.0,
736,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",29-06-2021 04:00:00,NH3,1.0,2.0,1.0,
737,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",29-06-2021 04:00:00,SO2,3.0,6.0,4.0,
738,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",29-06-2021 04:00:00,CO,28.0,31.0,29.0,
739,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",29-06-2021 04:00:00,OZONE,3.0,43.0,32.0,
740,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",29-06-2021 04:00:00,PM2.5,14.0,42.0,24.0,
741,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",29-06-2021 04:00:00,PM10,25.0,42.0,29.0,
742,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",29-06-2021 04:00:00,NO2,15.0,18.0,16.0,
743,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",29-06-2021 04:00:00,NH3,4.0,5.0,4.0,
744,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",29-06-2021 04:00:00,SO2,3.0,3.0,3.0,
745,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",29-06-2021 04:00:00,CO,10.0,25.0,19.0,
746,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",29-06-2021 04:00:00,OZONE,27.0,32.0,30.0,
747,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",29-06-2021 04:00:00,PM2.5,,,,
748,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",29-06-2021 04:00:00,PM10,15.0,46.0,30.0,
749,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",29-06-2021 04:00:00,NO2,10.0,46.0,24.0,
750,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",29-06-2021 04:00:00,NH3,,,,
751,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",29-06-2021 04:00:00,SO2,1.0,4.0,2.0,
752,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",29-06-2021 04:00:00,CO,13.0,21.0,14.0,
753,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",29-06-2021 04:00:00,OZONE,18.0,23.0,22.0,
754,India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",29-06-2021 04:00:00,PM2.5,12.0,22.0,16.0,
755,India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",29-06-2021 04:00:00,PM10,9.0,17.0,13.0,
756,India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",29-06-2021 04:00:00,NO2,6.0,16.0,11.0,
757,India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",29-06-2021 04:00:00,NH3,2.0,6.0,3.0,
758,India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",29-06-2021 04:00:00,SO2,1.0,116.0,69.0,
759,India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",29-06-2021 04:00:00,CO,10.0,16.0,13.0,
760,India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",29-06-2021 04:00:00,OZONE,1.0,14.0,8.0,
761,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",29-06-2021 04:00:00,PM2.5,12.0,60.0,36.0,
762,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",29-06-2021 04:00:00,PM10,35.0,127.0,83.0,
763,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",29-06-2021 04:00:00,NO2,14.0,48.0,30.0,
764,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",29-06-2021 04:00:00,NH3,1.0,3.0,2.0,
765,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",29-06-2021 04:00:00,SO2,10.0,29.0,20.0,
766,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",29-06-2021 04:00:00,CO,4.0,32.0,10.0,
767,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",29-06-2021 04:00:00,OZONE,6.0,24.0,19.0,
768,India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",29-06-2021 04:00:00,PM2.5,13.0,32.0,21.0,
769,India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",29-06-2021 04:00:00,PM10,39.0,71.0,58.0,
770,India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",29-06-2021 04:00:00,NO2,9.0,37.0,18.0,
771,India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",29-06-2021 04:00:00,NH3,2.0,3.0,2.0,
772,India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",29-06-2021 04:00:00,SO2,,,,
773,India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",29-06-2021 04:00:00,CO,2.0,14.0,12.0,
774,India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",29-06-2021 04:00:00,OZONE,8.0,24.0,20.0,
775,India,Karnataka,Kalaburgi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",29-06-2021 04:00:00,PM2.5,3.0,29.0,14.0,
776,India,Karnataka,Kalaburgi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",29-06-2021 04:00:00,PM10,14.0,42.0,27.0,
777,India,Karnataka,Kalaburgi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",29-06-2021 04:00:00,NO2,7.0,36.0,13.0,
778,India,Karnataka,Kalaburgi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",29-06-2021 04:00:00,NH3,2.0,3.0,2.0,
779,India,Karnataka,Kalaburgi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",29-06-2021 04:00:00,SO2,12.0,17.0,15.0,
780,India,Karnataka,Kalaburgi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",29-06-2021 04:00:00,CO,1.0,22.0,7.0,
781,India,Karnataka,Kalaburgi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",29-06-2021 04:00:00,OZONE,9.0,48.0,33.0,
782,India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",29-06-2021 04:00:00,PM2.5,,,,
783,India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",29-06-2021 04:00:00,PM10,8.0,26.0,17.0,
784,India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",29-06-2021 04:00:00,NO2,6.0,54.0,11.0,
785,India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",29-06-2021 04:00:00,NH3,1.0,3.0,2.0,
786,India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",29-06-2021 04:00:00,SO2,3.0,122.0,16.0,
787,India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",29-06-2021 04:00:00,CO,4.0,70.0,57.0,
788,India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",29-06-2021 04:00:00,OZONE,9.0,30.0,20.0,
789,India,Karnataka,Medikeri,"Stuart Hill, Madikeri - KSPCB",29-06-2021 04:00:00,PM2.5,12.0,82.0,28.0,
790,India,Karnataka,Medikeri,"Stuart Hill, Madikeri - KSPCB",29-06-2021 04:00:00,PM10,12.0,57.0,24.0,
791,India,Karnataka,Medikeri,"Stuart Hill, Madikeri - KSPCB",29-06-2021 04:00:00,NO2,2.0,6.0,2.0,
792,India,Karnataka,Medikeri,"Stuart Hill, Madikeri - KSPCB",29-06-2021 04:00:00,SO2,13.0,24.0,19.0,
793,India,Karnataka,Medikeri,"Stuart Hill, Madikeri - KSPCB",29-06-2021 04:00:00,CO,6.0,75.0,35.0,
794,India,Karnataka,Medikeri,"Stuart Hill, Madikeri - KSPCB",29-06-2021 04:00:00,OZONE,18.0,27.0,24.0,
795,India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",29-06-2021 04:00:00,PM2.5,16.0,43.0,28.0,
796,India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",29-06-2021 04:00:00,PM10,30.0,57.0,40.0,
797,India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",29-06-2021 04:00:00,NO2,14.0,41.0,28.0,
798,India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",29-06-2021 04:00:00,NH3,2.0,8.0,5.0,
799,India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",29-06-2021 04:00:00,SO2,4.0,6.0,5.0,
800,India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",29-06-2021 04:00:00,CO,4.0,31.0,17.0,
801,India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",29-06-2021 04:00:00,OZONE,9.0,65.0,46.0,
802,India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",29-06-2021 04:00:00,PM2.5,,,,
803,India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",29-06-2021 04:00:00,PM10,20.0,205.0,75.0,
804,India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",29-06-2021 04:00:00,NO2,18.0,49.0,28.0,
805,India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",29-06-2021 04:00:00,NH3,1.0,2.0,2.0,
806,India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",29-06-2021 04:00:00,SO2,5.0,11.0,8.0,
807,India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",29-06-2021 04:00:00,CO,3.0,102.0,17.0,
808,India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",29-06-2021 04:00:00,OZONE,2.0,20.0,13.0,
809,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",29-06-2021 04:00:00,PM2.5,8.0,52.0,26.0,
810,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",29-06-2021 04:00:00,PM10,17.0,64.0,38.0,
811,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",29-06-2021 04:00:00,NO2,11.0,50.0,22.0,
812,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",29-06-2021 04:00:00,NH3,1.0,1.0,1.0,
813,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",29-06-2021 04:00:00,SO2,12.0,43.0,20.0,
814,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",29-06-2021 04:00:00,CO,5.0,29.0,23.0,
815,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",29-06-2021 04:00:00,OZONE,5.0,71.0,52.0,
816,India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",29-06-2021 04:00:00,PM2.5,7.0,26.0,16.0,
817,India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",29-06-2021 04:00:00,PM10,29.0,41.0,38.0,
818,India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",29-06-2021 04:00:00,NO2,13.0,28.0,19.0,
819,India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",29-06-2021 04:00:00,NH3,4.0,7.0,5.0,
820,India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",29-06-2021 04:00:00,SO2,3.0,3.0,3.0,
821,India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",29-06-2021 04:00:00,CO,15.0,18.0,16.0,
822,India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",29-06-2021 04:00:00,OZONE,23.0,26.0,24.0,
823,India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",29-06-2021 04:00:00,PM10,,,,
824,India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",29-06-2021 04:00:00,NO2,1.0,21.0,10.0,
825,India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",29-06-2021 04:00:00,NH3,1.0,2.0,2.0,
826,India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",29-06-2021 04:00:00,SO2,1.0,4.0,4.0,
827,India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",29-06-2021 04:00:00,CO,72.0,104.0,82.0,
828,India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",29-06-2021 04:00:00,OZONE,21.0,67.0,51.0,
829,India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",29-06-2021 04:00:00,PM2.5,2.0,51.0,17.0,
830,India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",29-06-2021 04:00:00,PM10,43.0,69.0,53.0,
831,India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",29-06-2021 04:00:00,NO2,6.0,8.0,6.0,
832,India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",29-06-2021 04:00:00,NH3,1.0,2.0,1.0,
833,India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",29-06-2021 04:00:00,SO2,2.0,2.0,2.0,
834,India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",29-06-2021 04:00:00,CO,17.0,70.0,41.0,
835,India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",29-06-2021 04:00:00,OZONE,27.0,30.0,28.0,
836,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",29-06-2021 04:00:00,PM2.5,9.0,35.0,23.0,
837,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",29-06-2021 04:00:00,PM10,15.0,42.0,26.0,
