id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
210,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,50.0,270.0,155.0,
211,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-06-2021 04:00:00,PM10,137.0,197.0,159.0,
212,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-06-2021 04:00:00,NO2,68.0,164.0,105.0,
213,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-06-2021 04:00:00,NH3,6.0,11.0,8.0,
214,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-06-2021 04:00:00,SO2,9.0,21.0,14.0,
215,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-06-2021 04:00:00,CO,28.0,106.0,39.0,
216,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-06-2021 04:00:00,OZONE,6.0,101.0,74.0,
217,India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",29-06-2021 04:00:00,PM2.5,,,,
218,India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",29-06-2021 04:00:00,PM10,,,,
219,India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",29-06-2021 04:00:00,NO2,,,,
220,India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",29-06-2021 04:00:00,SO2,,,,
221,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",29-06-2021 04:00:00,PM2.5,81.0,209.0,146.0,
222,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",29-06-2021 04:00:00,PM10,138.0,197.0,163.0,
223,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",29-06-2021 04:00:00,NO2,11.0,11.0,11.0,
224,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",29-06-2021 04:00:00,CO,74.0,104.0,83.0,
225,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",29-06-2021 04:00:00,OZONE,5.0,23.0,13.0,
226,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,40.0,265.0,156.0,
227,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",29-06-2021 04:00:00,PM10,127.0,189.0,157.0,
228,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",29-06-2021 04:00:00,NO2,12.0,89.0,39.0,
229,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",29-06-2021 04:00:00,NH3,11.0,20.0,15.0,
230,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",29-06-2021 04:00:00,SO2,6.0,10.0,8.0,
231,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",29-06-2021 04:00:00,CO,13.0,105.0,24.0,
232,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",29-06-2021 04:00:00,OZONE,4.0,69.0,52.0,
233,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,96.0,270.0,152.0,
234,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",29-06-2021 04:00:00,PM10,102.0,199.0,127.0,
235,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",29-06-2021 04:00:00,NO2,43.0,70.0,58.0,
236,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",29-06-2021 04:00:00,NH3,11.0,11.0,11.0,
237,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",29-06-2021 04:00:00,SO2,9.0,17.0,13.0,
238,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",29-06-2021 04:00:00,CO,35.0,75.0,43.0,
239,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",29-06-2021 04:00:00,OZONE,7.0,58.0,37.0,
240,India,Delhi,Delhi,"Mundka, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,52.0,404.0,192.0,
241,India,Delhi,Delhi,"Mundka, Delhi - DPCC",29-06-2021 04:00:00,PM10,145.0,464.0,250.0,
242,India,Delhi,Delhi,"Mundka, Delhi - DPCC",29-06-2021 04:00:00,NO2,11.0,71.0,37.0,
243,India,Delhi,Delhi,"Mundka, Delhi - DPCC",29-06-2021 04:00:00,NH3,9.0,12.0,11.0,
244,India,Delhi,Delhi,"Mundka, Delhi - DPCC",29-06-2021 04:00:00,SO2,8.0,20.0,15.0,
245,India,Delhi,Delhi,"Mundka, Delhi - DPCC",29-06-2021 04:00:00,CO,12.0,92.0,27.0,
246,India,Delhi,Delhi,"Mundka, Delhi - DPCC",29-06-2021 04:00:00,OZONE,23.0,32.0,28.0,
247,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",29-06-2021 04:00:00,PM2.5,85.0,362.0,210.0,
248,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",29-06-2021 04:00:00,PM10,144.0,253.0,198.0,
249,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",29-06-2021 04:00:00,NO2,18.0,76.0,33.0,
250,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",29-06-2021 04:00:00,NH3,11.0,15.0,13.0,
251,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",29-06-2021 04:00:00,SO2,1.0,31.0,10.0,
252,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",29-06-2021 04:00:00,CO,9.0,114.0,32.0,
253,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",29-06-2021 04:00:00,OZONE,10.0,17.0,15.0,
254,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,52.0,240.0,131.0,
255,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-06-2021 04:00:00,PM10,107.0,174.0,141.0,
256,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-06-2021 04:00:00,NO2,4.0,26.0,13.0,
257,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-06-2021 04:00:00,NH3,8.0,13.0,10.0,
258,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-06-2021 04:00:00,SO2,1.0,3.0,1.0,
259,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-06-2021 04:00:00,CO,10.0,45.0,20.0,
260,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-06-2021 04:00:00,OZONE,1.0,50.0,17.0,
261,India,Delhi,Delhi,"Narela, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,73.0,403.0,178.0,
262,India,Delhi,Delhi,"Narela, Delhi - DPCC",29-06-2021 04:00:00,PM10,181.0,409.0,222.0,
263,India,Delhi,Delhi,"Narela, Delhi - DPCC",29-06-2021 04:00:00,NO2,14.0,159.0,55.0,
264,India,Delhi,Delhi,"Narela, Delhi - DPCC",29-06-2021 04:00:00,NH3,4.0,6.0,5.0,
265,India,Delhi,Delhi,"Narela, Delhi - DPCC",29-06-2021 04:00:00,SO2,13.0,92.0,28.0,
266,India,Delhi,Delhi,"Narela, Delhi - DPCC",29-06-2021 04:00:00,CO,38.0,109.0,57.0,
267,India,Delhi,Delhi,"Narela, Delhi - DPCC",29-06-2021 04:00:00,OZONE,24.0,196.0,103.0,
268,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,55.0,293.0,161.0,
269,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-06-2021 04:00:00,PM10,123.0,195.0,155.0,
270,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-06-2021 04:00:00,NO2,23.0,200.0,86.0,
271,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-06-2021 04:00:00,NH3,12.0,22.0,17.0,
272,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-06-2021 04:00:00,SO2,15.0,28.0,20.0,
273,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-06-2021 04:00:00,CO,28.0,105.0,44.0,
274,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-06-2021 04:00:00,OZONE,3.0,189.0,183.0,
275,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",29-06-2021 04:00:00,PM2.5,99.0,249.0,158.0,
276,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",29-06-2021 04:00:00,PM10,122.0,185.0,151.0,
277,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",29-06-2021 04:00:00,NO2,9.0,41.0,22.0,
278,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",29-06-2021 04:00:00,CO,66.0,129.0,83.0,
279,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",29-06-2021 04:00:00,OZONE,15.0,70.0,46.0,
280,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,60.0,311.0,167.0,
281,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",29-06-2021 04:00:00,PM10,139.0,246.0,183.0,
282,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",29-06-2021 04:00:00,NO2,33.0,136.0,75.0,
283,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",29-06-2021 04:00:00,NH3,,,,
284,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",29-06-2021 04:00:00,SO2,14.0,19.0,16.0,
285,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",29-06-2021 04:00:00,CO,27.0,100.0,37.0,
286,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",29-06-2021 04:00:00,OZONE,10.0,130.0,87.0,
287,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,130.0,304.0,218.0,
288,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",29-06-2021 04:00:00,PM10,120.0,166.0,144.0,
289,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",29-06-2021 04:00:00,NO2,9.0,75.0,32.0,
290,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",29-06-2021 04:00:00,NH3,7.0,20.0,13.0,
291,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",29-06-2021 04:00:00,SO2,1.0,7.0,3.0,
292,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",29-06-2021 04:00:00,CO,20.0,70.0,31.0,
293,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",29-06-2021 04:00:00,OZONE,3.0,124.0,64.0,
294,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,77.0,265.0,171.0,
295,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-06-2021 04:00:00,PM10,111.0,188.0,136.0,
296,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-06-2021 04:00:00,NO2,31.0,116.0,64.0,
297,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-06-2021 04:00:00,NH3,7.0,9.0,8.0,
298,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-06-2021 04:00:00,SO2,16.0,37.0,25.0,
299,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-06-2021 04:00:00,CO,20.0,72.0,37.0,
300,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-06-2021 04:00:00,OZONE,19.0,200.0,117.0,
301,India,Delhi,Delhi,"Pusa, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,70.0,230.0,146.0,
302,India,Delhi,Delhi,"Pusa, Delhi - DPCC",29-06-2021 04:00:00,PM10,128.0,222.0,155.0,
303,India,Delhi,Delhi,"Pusa, Delhi - DPCC",29-06-2021 04:00:00,NO2,19.0,93.0,65.0,
304,India,Delhi,Delhi,"Pusa, Delhi - DPCC",29-06-2021 04:00:00,NH3,14.0,27.0,17.0,
305,India,Delhi,Delhi,"Pusa, Delhi - DPCC",29-06-2021 04:00:00,SO2,12.0,24.0,16.0,
306,India,Delhi,Delhi,"Pusa, Delhi - DPCC",29-06-2021 04:00:00,CO,30.0,82.0,53.0,
307,India,Delhi,Delhi,"Pusa, Delhi - DPCC",29-06-2021 04:00:00,OZONE,13.0,164.0,52.0,
308,India,Delhi,Delhi,"Pusa, Delhi - IMD",29-06-2021 04:00:00,PM2.5,,,,
309,India,Delhi,Delhi,"Pusa, Delhi - IMD",29-06-2021 04:00:00,PM10,,,,
310,India,Delhi,Delhi,"Pusa, Delhi - IMD",29-06-2021 04:00:00,NO2,12.0,41.0,22.0,
311,India,Delhi,Delhi,"Pusa, Delhi - IMD",29-06-2021 04:00:00,CO,,,,
312,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,,,,
313,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",29-06-2021 04:00:00,PM10,,,,
314,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",29-06-2021 04:00:00,NO2,,,,
315,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",29-06-2021 04:00:00,NH3,,,,
316,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",29-06-2021 04:00:00,SO2,,,,
317,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",29-06-2021 04:00:00,CO,42.0,118.0,92.0,
318,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",29-06-2021 04:00:00,OZONE,25.0,191.0,191.0,
319,India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,57.0,303.0,165.0,
320,India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-06-2021 04:00:00,PM10,131.0,239.0,178.0,
321,India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-06-2021 04:00:00,NO2,7.0,58.0,26.0,
322,India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-06-2021 04:00:00,NH3,11.0,21.0,14.0,
323,India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-06-2021 04:00:00,SO2,4.0,11.0,6.0,
324,India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-06-2021 04:00:00,CO,40.0,104.0,54.0,
325,India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-06-2021 04:00:00,OZONE,4.0,50.0,14.0,
326,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",29-06-2021 04:00:00,PM2.5,63.0,225.0,123.0,
327,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",29-06-2021 04:00:00,PM10,122.0,197.0,171.0,
328,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",29-06-2021 04:00:00,NO2,14.0,27.0,20.0,
329,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",29-06-2021 04:00:00,NH3,6.0,7.0,6.0,
330,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",29-06-2021 04:00:00,SO2,19.0,37.0,29.0,
331,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",29-06-2021 04:00:00,CO,8.0,126.0,47.0,
332,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",29-06-2021 04:00:00,OZONE,1.0,154.0,75.0,
333,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,67.0,349.0,197.0,
334,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",29-06-2021 04:00:00,PM10,,,,
335,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",29-06-2021 04:00:00,NO2,6.0,131.0,57.0,
336,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",29-06-2021 04:00:00,NH3,7.0,12.0,9.0,
337,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",29-06-2021 04:00:00,SO2,14.0,28.0,21.0,
338,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",29-06-2021 04:00:00,CO,20.0,115.0,30.0,
339,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",29-06-2021 04:00:00,OZONE,3.0,212.0,108.0,
340,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,63.0,233.0,151.0,
341,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",29-06-2021 04:00:00,PM10,92.0,148.0,121.0,
342,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",29-06-2021 04:00:00,NO2,7.0,57.0,29.0,
343,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",29-06-2021 04:00:00,NH3,4.0,10.0,6.0,
344,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",29-06-2021 04:00:00,SO2,2.0,16.0,8.0,
345,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",29-06-2021 04:00:00,CO,20.0,75.0,32.0,
346,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",29-06-2021 04:00:00,OZONE,6.0,226.0,218.0,
347,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,63.0,290.0,164.0,
348,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",29-06-2021 04:00:00,PM10,135.0,194.0,166.0,
349,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",29-06-2021 04:00:00,NO2,16.0,47.0,30.0,
350,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",29-06-2021 04:00:00,NH3,10.0,14.0,12.0,
351,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",29-06-2021 04:00:00,SO2,8.0,76.0,17.0,
352,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",29-06-2021 04:00:00,CO,30.0,72.0,40.0,
353,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",29-06-2021 04:00:00,OZONE,10.0,99.0,78.0,
354,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-06-2021 04:00:00,PM2.5,55.0,302.0,179.0,
355,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-06-2021 04:00:00,PM10,146.0,248.0,199.0,
356,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-06-2021 04:00:00,NO2,21.0,58.0,36.0,
357,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-06-2021 04:00:00,NH3,14.0,22.0,18.0,
358,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-06-2021 04:00:00,SO2,6.0,11.0,8.0,
359,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-06-2021 04:00:00,CO,15.0,64.0,25.0,
360,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-06-2021 04:00:00,OZONE,7.0,47.0,23.0,
361,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",29-06-2021 04:00:00,PM2.5,25.0,137.0,53.0,
362,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",29-06-2021 04:00:00,PM10,34.0,142.0,71.0,
363,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",29-06-2021 04:00:00,NO2,15.0,18.0,17.0,
364,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",29-06-2021 04:00:00,NH3,3.0,3.0,3.0,
365,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",29-06-2021 04:00:00,SO2,2.0,3.0,2.0,
366,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",29-06-2021 04:00:00,CO,77.0,101.0,93.0,
367,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",29-06-2021 04:00:00,OZONE,10.0,38.0,20.0,
368,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",29-06-2021 04:00:00,PM2.5,29.0,135.0,72.0,
369,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",29-06-2021 04:00:00,PM10,31.0,116.0,73.0,
370,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",29-06-2021 04:00:00,SO2,4.0,8.0,6.0,
371,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",29-06-2021 04:00:00,CO,43.0,105.0,53.0,
372,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",29-06-2021 04:00:00,PM2.5,22.0,103.0,54.0,
373,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",29-06-2021 04:00:00,PM10,55.0,117.0,86.0,
374,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",29-06-2021 04:00:00,NO2,25.0,95.0,50.0,
375,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",29-06-2021 04:00:00,SO2,36.0,62.0,49.0,
376,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",29-06-2021 04:00:00,CO,8.0,61.0,29.0,
377,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",29-06-2021 04:00:00,OZONE,1.0,117.0,69.0,
378,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",29-06-2021 04:00:00,PM2.5,24.0,74.0,44.0,
379,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",29-06-2021 04:00:00,PM10,27.0,82.0,52.0,
380,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",29-06-2021 04:00:00,SO2,5.0,28.0,11.0,
381,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",29-06-2021 04:00:00,CO,43.0,108.0,70.0,
382,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",29-06-2021 04:00:00,OZONE,22.0,35.0,28.0,
383,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",29-06-2021 04:00:00,PM2.5,36.0,143.0,78.0,
384,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",29-06-2021 04:00:00,PM10,40.0,122.0,81.0,
385,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",29-06-2021 04:00:00,NO2,4.0,5.0,4.0,
386,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",29-06-2021 04:00:00,NH3,4.0,4.0,4.0,
387,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",29-06-2021 04:00:00,SO2,5.0,6.0,5.0,
388,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",29-06-2021 04:00:00,CO,1.0,12.0,1.0,
389,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",29-06-2021 04:00:00,OZONE,9.0,26.0,17.0,
390,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",29-06-2021 04:00:00,PM2.5,28.0,93.0,67.0,
391,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",29-06-2021 04:00:00,PM10,29.0,108.0,74.0,
392,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",29-06-2021 04:00:00,NO2,5.0,19.0,9.0,
393,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",29-06-2021 04:00:00,NH3,2.0,3.0,2.0,
394,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",29-06-2021 04:00:00,SO2,2.0,3.0,3.0,
395,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",29-06-2021 04:00:00,CO,94.0,112.0,100.0,
396,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",29-06-2021 04:00:00,OZONE,12.0,30.0,22.0,
397,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-06-2021 04:00:00,PM2.5,28.0,115.0,53.0,
398,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-06-2021 04:00:00,PM10,34.0,127.0,68.0,
399,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-06-2021 04:00:00,NO2,,,,
400,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-06-2021 04:00:00,NH3,,,,
401,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-06-2021 04:00:00,SO2,2.0,3.0,3.0,
402,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-06-2021 04:00:00,CO,37.0,76.0,45.0,
403,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-06-2021 04:00:00,OZONE,4.0,12.0,8.0,
404,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",29-06-2021 04:00:00,PM2.5,18.0,203.0,62.0,
405,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",29-06-2021 04:00:00,PM10,,,,
406,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",29-06-2021 04:00:00,NO2,10.0,14.0,12.0,
407,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",29-06-2021 04:00:00,NH3,1.0,4.0,2.0,
408,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",29-06-2021 04:00:00,SO2,1.0,59.0,22.0,
409,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",29-06-2021 04:00:00,CO,75.0,110.0,93.0,
410,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",29-06-2021 04:00:00,OZONE,41.0,54.0,54.0,
411,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-06-2021 04:00:00,PM2.5,37.0,205.0,83.0,
412,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-06-2021 04:00:00,PM10,46.0,159.0,89.0,
413,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-06-2021 04:00:00,NO2,13.0,14.0,13.0,
414,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-06-2021 04:00:00,NH3,3.0,3.0,3.0,
415,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-06-2021 04:00:00,SO2,3.0,5.0,4.0,
416,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-06-2021 04:00:00,CO,45.0,71.0,53.0,
417,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-06-2021 04:00:00,OZONE,5.0,31.0,19.0,
418,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",29-06-2021 04:00:00,PM2.5,39.0,152.0,85.0,
419,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",29-06-2021 04:00:00,PM10,32.0,91.0,64.0,
420,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",29-06-2021 04:00:00,NO2,11.0,14.0,12.0,
421,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",29-06-2021 04:00:00,NH3,4.0,4.0,4.0,
422,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",29-06-2021 04:00:00,SO2,2.0,3.0,3.0,
423,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",29-06-2021 04:00:00,CO,20.0,40.0,26.0,
